date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_elo,away_elo,home_scored_last10,home_conceded_last10,away_scored_last10,away_conceded_last10
2017-03-26,England,Lithuania,2.0,0.0,FIFA World Cup qualification,London,England,False,2241.4536793274297,905.2804038200507,12.0,7.0,8.0,16.0
2017-03-26,San Marino,Czech Republic,0.0,6.0,FIFA World Cup qualification,Serravalle,San Marino,False,138.1180314376925,1699.875590421625,2.0,46.0,11.0,10.0
2017-03-26,Azerbaijan,Germany,1.0,4.0,FIFA World Cup qualification,Baku,Azerbaijan,False,960.4666341107683,2386.8246937316826,8.0,11.0,23.0,3.0
2017-03-26,Northern Ireland,Norway,2.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,1214.6915725989127,1399.2595242749298,10.0,8.0,12.0,16.0
2017-03-26,Romania,Denmark,0.0,0.0,FIFA World Cup qualification,Cluj,Romania,False,1659.0405543155318,1658.7447989888678,16.0,14.0,21.0,10.0
2017-03-26,Zimbabwe,Zambia,0.0,0.0,Friendly,Harare,Zimbabwe,False,1386.20867751334,1447.4969681583034,14.0,10.0,9.0,11.0
2017-03-26,Scotland,Slovenia,1.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,False,1559.7457186551296,1345.6488468586074,15.0,13.0,7.0,6.0
2017-03-26,Montenegro,Poland,1.0,2.0,FIFA World Cup qualification,Podgorica,Montenegro,False,1316.1590707386354,1888.1011992308108,13.0,16.0,15.0,8.0
2017-03-26,Malta,Slovakia,1.0,3.0,FIFA World Cup qualification,Attard,Malta,False,429.10431216696526,1637.9105869408274,3.0,23.0,10.0,8.0
2017-03-27,Central African Republic,Gambia,1.0,2.0,Friendly,Rabat,Morocco,True,1066.3100590789086,1049.2733218249164,12.0,22.0,4.0,13.0
2017-03-27,Ivory Coast,Senegal,1.0,1.0,Friendly,Paris,France,True,2003.0891028760336,1909.700536863724,12.0,5.0,17.0,4.0
2017-03-27,Mauritania,Congo,2.0,1.0,Friendly,Nouakchott,Mauritania,False,1053.9071438765495,1266.7431322765985,7.0,16.0,11.0,15.0
2017-03-27,Turkey,Moldova,3.0,1.0,Friendly,Eskişehir,Turkey,False,1845.3946350491624,730.8548434242507,10.0,9.0,7.0,17.0
2017-03-28,Chile,Venezuela,3.0,1.0,FIFA World Cup qualification,Santiago,Chile,False,2097.505885616332,1375.4771126387097,11.0,9.0,12.0,19.0
2017-03-28,Albania,Bosnia and Herzegovina,1.0,2.0,Friendly,Elbasan,Albania,False,1294.3478974462842,1659.0576606804864,6.0,14.0,23.0,11.0
2017-03-28,Australia,United Arab Emirates,2.0,0.0,FIFA World Cup qualification,Sydney,Australia,False,1922.7551530411704,1741.3840544294417,17.0,11.0,10.0,14.0
2017-03-28,Austria,Finland,1.0,1.0,Friendly,Innsbruck,Austria,False,1483.7409403610984,1244.5506851025605,9.0,13.0,5.0,15.0
2017-03-28,Bahrain,Singapore,0.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False,1500.441861847584,1037.8975995839373,14.0,8.0,5.0,14.0
2017-03-28,Bolivia,Argentina,2.0,0.0,FIFA World Cup qualification,La Paz,Bolivia,False,988.2177959850205,2402.482353723398,5.0,26.0,17.0,9.0
2017-03-28,Brazil,Paraguay,3.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False,2646.3622284438156,1565.2741763988781,29.0,4.0,7.0,15.0
2017-03-28,Myanmar,India,0.0,1.0,AFC Asian Cup qualification,Yangon,Myanmar,False,1016.3934981011715,1203.3061095234477,11.0,14.0,27.0,14.0
2017-03-28,Cameroon,Guinea,1.0,2.0,Friendly,Molenbeek,Belgium,True,1880.4517705471596,1530.812263780068,12.0,5.0,10.0,9.0
2017-03-28,Kyrgyzstan,Macau,1.0,0.0,AFC Asian Cup qualification,Bishkek,Kyrgyzstan,False,977.2216770144846,584.4930067058777,6.0,12.0,14.0,11.0
2017-03-28,Honduras,Costa Rica,1.0,1.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,1541.5553003924513,1812.6051150850315,13.0,14.0,20.0,13.0
2017-03-28,Ecuador,Colombia,0.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,1727.8279835021322,2026.1078310522694,19.0,14.0,8.0,10.0
2017-03-28,Japan,Thailand,4.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,2153.354262656027,1586.3939229530367,27.0,9.0,17.0,13.0
2017-03-28,Republic of Ireland,Iceland,0.0,1.0,Friendly,Dublin,Republic of Ireland,False,1830.6764584082532,1395.9845594101257,14.0,9.0,14.0,13.0
2017-03-28,Afghanistan,Vietnam,1.0,1.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,True,1077.3303001866611,1387.988001897956,18.0,14.0,22.0,13.0
2017-03-28,Jordan,Cambodia,7.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False,1513.2364174376537,598.6130513018718,9.0,8.0,20.0,22.0
2017-03-28,Georgia,Latvia,5.0,0.0,Friendly,Tbilisi,Georgia,False,1009.87844145975,960.9519634790794,9.0,19.0,12.0,11.0
2017-03-28,France,Spain,0.0,2.0,Friendly,Saint-Denis,France,False,2350.0519788248607,2489.565768133968,20.0,7.0,27.0,8.0
2017-03-28,Estonia,Croatia,3.0,0.0,Friendly,Tallinn,Estonia,False,1116.7482082120616,2102.389282105831,8.0,24.0,18.0,5.0
2017-03-28,Guyana,Martinique,0.0,0.0,Friendly,Linden,Guyana,False,1250.043664179087,1517.4700337670647,25.0,19.0,17.0,10.0
2017-03-28,Egypt,Togo,3.0,0.0,Friendly,Alexandria,Egypt,False,2017.350205931566,1231.1395546419428,10.0,5.0,15.0,12.0
2017-03-28,South Korea,Syria,1.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,2061.237155788074,1559.6113556831172,14.0,14.0,7.0,4.0
2017-03-28,Iran,China,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,2151.7134398187995,1728.3888769803223,22.0,3.0,8.0,12.0
2017-03-28,Lebanon,Hong Kong,2.0,0.0,AFC Asian Cup qualification,Beirut,Lebanon,False,1153.1910064427154,1199.266365844319,6.0,9.0,17.0,18.0
2017-03-28,Panama,United States,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,False,1626.3867136044323,2003.5452344681958,9.0,15.0,21.0,12.0
2017-03-28,North Macedonia,Belarus,3.0,0.0,Friendly,Skopje,North Macedonia,False,998.5092636553165,1351.5268925369696,11.0,19.0,6.0,14.0
2017-03-28,Maldives,Palestine,0.0,3.0,AFC Asian Cup qualification,Malé,Maldives,False,893.666915948091,1336.2589150463896,20.0,20.0,22.0,7.0
2017-03-28,Mauritius,Comoros,1.0,1.0,African Cup of Nations qualification,Mapou,Mauritius,False,735.6523444648253,822.6389737083988,5.0,19.0,8.0,10.0
2017-03-28,Morocco,Tunisia,1.0,0.0,Friendly,Marrakech,Morocco,False,1705.1688968988542,1729.4051623672312,12.0,5.0,12.0,15.0
2017-03-28,Mozambique,Lesotho,1.0,0.0,Friendly,Beira,Mozambique,False,1195.9379583919035,821.7621904751196,8.0,13.0,13.0,17.0
2017-03-28,Netherlands,Italy,1.0,2.0,Friendly,Amsterdam,Netherlands,False,2084.2830501089943,2113.6605162775913,15.0,11.0,17.0,9.0
2017-03-28,New Zealand,Fiji,2.0,0.0,FIFA World Cup qualification,Wellington,New Zealand,False,1558.7733887586032,1462.4653355306843,16.0,3.0,19.0,13.0
2017-03-28,Oman,Bhutan,14.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False,1573.6571253643963,464.0419219539933,9.0,16.0,6.0,33.0
2017-03-28,Peru,Uruguay,2.0,1.0,FIFA World Cup qualification,Lima,Peru,False,1632.9081229714611,2037.064411667374,17.0,12.0,17.0,15.0
2017-03-28,South Africa,Angola,0.0,0.0,Friendly,East London,South Africa,False,1800.2542170724291,1195.989552094826,21.0,9.0,3.0,19.0
2017-03-28,Portugal,Sweden,2.0,3.0,Friendly,Funchal,Portugal,False,2136.905280366708,1784.0697357791944,29.0,4.0,15.0,8.0
2017-03-28,South Sudan,Djibouti,6.0,0.0,African Cup of Nations qualification,Juba,South Sudan,False,984.3528567473054,440.2689540086541,6.0,19.0,2.0,31.0
2017-03-28,Tahiti,Papua New Guinea,1.0,2.0,FIFA World Cup qualification,Pirae,Tahiti,False,1317.8178517246133,1142.054551217566,14.0,30.0,16.0,24.0
2017-03-28,Yemen,Tajikistan,2.0,1.0,AFC Asian Cup qualification,Doha,Qatar,True,836.01117600179,1276.6776987633896,6.0,14.0,15.0,13.0
2017-03-28,Uzbekistan,Qatar,1.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,1773.2561980292571,1648.6035942261299,11.0,7.0,10.0,11.0
2017-03-28,Trinidad and Tobago,Mexico,0.0,1.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,1397.2136309123846,2161.5667036002505,16.0,18.0,12.0,11.0
2017-03-28,Philippines,Nepal,4.0,1.0,AFC Asian Cup qualification,Manila,Philippines,False,1222.9531804976527,855.040260246451,10.0,13.0,13.0,9.0
2017-03-28,Luxembourg,Cape Verde,0.0,2.0,Friendly,Hesperange,Luxembourg,False,472.4362238062045,1404.00341126695,8.0,25.0,13.0,12.0
2017-03-28,Saudi Arabia,Iraq,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,1777.4422593521776,1473.5907928740291,26.0,8.0,10.0,12.0
2017-03-28,Russia,Belgium,3.0,3.0,Friendly,Sochi,Russia,False,1757.8663060777228,1995.0046579699724,9.0,15.0,29.0,8.0
2017-03-28,Tanzania,Burundi,2.0,1.0,Friendly,Dar es Salaam,Tanzania,False,1111.3506099857648,1101.9709649223767,11.0,17.0,15.0,14.0
2017-04-23,Jersey,Panjab,0.0,2.0,Friendly,St Helier,Jersey,False,1777.733059980207,1356.6482495992725,25.0,9.0,24.0,16.0
2017-04-26,Martinique,Guadeloupe,4.0,1.0,Friendly,Le Lamentin,Martinique,False,1512.7178271478058,1462.7465985758724,17.0,7.0,15.0,16.0
2017-04-29,Vatican City,Monaco,0.0,0.0,Friendly,Rome,Italy,False,1193.2436350826042,1251.0468297884693,2.0,15.0,14.0,50.0
2017-05-04,Burkina Faso,Benin,1.0,1.0,Friendly,Ouagadougou,Burkina Faso,False,1458.4268851460645,1126.7735045863799,13.0,7.0,15.0,16.0
2017-05-07,Saint Kitts and Nevis,Barbados,2.0,1.0,Friendly,Basseterre,Saint Kitts and Nevis,False,1293.3546329851165,1122.3156593289634,8.0,11.0,10.0,14.0
2017-05-11,Senegal,Mauritania,2.0,0.0,Friendly,Dakar,Senegal,False,1911.3779745992829,1082.7061841117122,16.0,5.0,7.0,16.0
2017-05-13,Egypt,Libya,1.0,0.0,Friendly,Cairo,Egypt,False,2029.5449040396131,1433.3215275862299,13.0,4.0,11.0,13.0
2017-05-13,Guernsey,Jersey,2.0,1.0,Muratti Vase,Guernsey,Guernsey,False,1793.8222979272118,1745.3817865274036,28.0,8.0,24.0,7.0
2017-05-17,Guadeloupe,Dominica,2.0,2.0,Friendly,Les Abymes,Guadeloupe,False,1438.6451410958255,800.3135024468485,12.0,19.0,15.0,18.0
2017-05-21,Benin,Burkina Faso,2.0,2.0,Friendly,Cotonou,Benin,False,1132.6288632044498,1452.5715265279946,15.0,16.0,13.0,7.0
2017-05-25,Fiji,Solomon Islands,1.0,1.0,Friendly,Suva,Fiji,False,1439.1950478767342,1257.9475231534716,18.0,14.0,5.0,13.0
2017-05-25,Ghana,Benin,1.0,1.0,Friendly,Accra,Ghana,False,1752.037109168721,1138.2847255853762,5.0,9.0,16.0,17.0
2017-05-26,Corsica,Nigeria,1.0,1.0,Friendly,Ajaccio,France,False,1382.3591791985978,1840.9413414170747,7.0,3.0,14.0,6.0
2017-05-28,El Salvador,Honduras,2.0,2.0,Friendly,"Washington, D.C.",United States,True,1193.3499696380884,1546.3703024501922,11.0,21.0,14.0,15.0
2017-05-28,Fiji,Solomon Islands,1.0,0.0,Friendly,Lautoka,Fiji,False,1435.9529565672367,1261.189614462969,14.0,15.0,6.0,12.0
2017-05-28,Mexico,Croatia,1.0,2.0,Friendly,Los Angeles,United States,True,2174.0537686372913,2062.13450460727,12.0,10.0,16.0,7.0
2017-05-31,Italy,San Marino,8.0,0.0,Friendly,Empoli,Italy,False,2138.1321253251062,133.33998023379195,19.0,9.0,2.0,46.0
2017-05-31,Ivory Coast,Benin,1.0,1.0,Friendly,Abidjan,Ivory Coast,False,2001.4116651404747,1148.6595985000922,10.0,5.0,16.0,16.0
2017-05-31,Morocco,Netherlands,1.0,2.0,Friendly,Agadir,Morocco,False,1730.604837576873,2059.8114410614794,13.0,5.0,15.0,12.0
2017-06-01,Iraq,Jordan,1.0,0.0,Friendly,Basra,Iraq,False,1453.9712979420344,1523.808570805483,9.0,11.0,16.0,6.0
2017-06-01,Mexico,Republic of Ireland,3.0,1.0,Friendly,East Rutherford,United States,True,2147.044800190752,1798.1022217186676,13.0,5.0,13.0,9.0
2017-06-01,Nigeria,Togo,3.0,0.0,Friendly,Saint-Leu-la-Forêt,France,True,1832.9788523458801,1218.9448565338957,15.0,7.0,13.0,13.0
2017-06-01,Switzerland,Belarus,1.0,0.0,Friendly,Neuchâtel,Switzerland,False,1867.6286460882654,1320.309627585972,15.0,6.0,6.0,17.0
2017-06-02,Chile,Burkina Faso,3.0,0.0,Friendly,Santiago,Chile,False,2110.572234705378,1446.9156641470681,14.0,10.0,13.0,9.0
2017-06-02,Oman,Syria,1.0,1.0,Friendly,Muscat,Oman,False,1582.0781394021658,1543.2625924277381,23.0,15.0,5.0,3.0
2017-06-02,France,Paraguay,5.0,0.0,Friendly,Rennes,France,False,2327.5532879288953,1556.5617465860028,15.0,7.0,7.0,18.0
2017-06-02,Northern Ireland,New Zealand,1.0,0.0,Friendly,Belfast,Northern Ireland,False,1242.992372040876,1582.0436764125534,12.0,8.0,17.0,3.0
2017-06-02,Nicaragua,Bolivia,0.0,1.0,Friendly,Managua,Nicaragua,False,978.7157096674376,1032.4404373182838,13.0,13.0,6.0,24.0
2017-06-03,Ethiopia,Uganda,0.0,0.0,Friendly,Hawassa,Ethiopia,False,1189.509928222506,1507.1596686547466,13.0,16.0,3.0,11.0
2017-06-03,Portugal,Cyprus,4.0,0.0,Friendly,Estoril,Portugal,False,2105.691088440191,911.9941251520812,30.0,7.0,11.0,16.0
2017-06-03,United States,Venezuela,1.0,1.0,Friendly,Sandy,United States,False,1996.9223516117452,1362.4107635496634,20.0,12.0,12.0,22.0
2017-06-04,Luxembourg,Albania,2.0,1.0,Friendly,Luxembourg,Luxembourg,False,462.06592432922844,1275.7620667161743,8.0,25.0,6.0,13.0
2017-06-04,Armenia,Saint Kitts and Nevis,5.0,0.0,Friendly,Yerevan,Armenia,False,1012.8829585531256,1315.2932632085476,17.0,17.0,9.0,8.0
2017-06-04,Gabon,Zambia,0.0,0.0,Friendly,Libreville,Gabon,False,1330.1773750752038,1446.3951705900124,9.0,10.0,9.0,11.0
2017-06-04,Republic of Ireland,Uruguay,3.0,1.0,Friendly,Dublin,Republic of Ireland,False,1779.2506645672265,2004.9923195010847,14.0,9.0,17.0,14.0
2017-06-04,Montenegro,Iran,1.0,2.0,Friendly,Podgorica,Montenegro,False,1300.903673510067,2169.3253768276404,12.0,15.0,20.0,2.0
2017-06-04,Netherlands,Ivory Coast,5.0,0.0,Friendly,Rotterdam,Netherlands,False,2078.9977000030785,1987.7451807189675,15.0,12.0,11.0,6.0
2017-06-04,Togo,Comoros,2.0,0.0,Friendly,Marseille,France,True,1204.323922548638,821.0762162256486,8.0,16.0,8.0,10.0
2017-06-04,Northern Cyprus,Kárpátalja,1.0,0.0,CONIFA European Football Cup,Nicosia,Northern Cyprus,False,1504.199112819015,1299.6026704631113,32.0,10.0,1.0,1.0
2017-06-04,Lesotho,Mauritania,1.0,0.0,Friendly,Pretoria,South Africa,True,803.3351540689647,1071.066065894441,13.0,16.0,7.0,18.0
2017-06-05,DR Congo,Botswana,2.0,0.0,Friendly,Salé,Morocco,True,1483.8380913431579,1178.0956377548216,18.0,12.0,10.0,14.0
2017-06-05,Egypt,Libya,1.0,0.0,Friendly,New Cairo,Egypt,False,2044.4324128848675,1418.4340187409755,12.0,3.0,8.0,13.0
2017-06-05,North Macedonia,Turkey,0.0,0.0,Friendly,Skopje,North Macedonia,False,1029.726528606314,1853.766136828883,14.0,18.0,12.0,10.0
2017-06-05,Hungary,Russia,0.0,3.0,Friendly,Budapest,Hungary,False,1535.4141844242356,1762.091249669408,14.0,16.0,11.0,17.0
2017-06-05,Abkhazia,South Ossetia,2.0,1.0,CONIFA European Football Cup,Kyrenia,Northern Cyprus,True,1453.8377377098752,1231.694010471086,20.0,5.0,21.0,13.0
2017-06-05,Senegal,Uganda,0.0,0.0,Friendly,Dakar,Senegal,False,1923.0180928165541,1501.542956998435,16.0,5.0,3.0,10.0
2017-06-05,Felvidék,Székely Land,1.0,0.0,CONIFA European Football Cup,Famagusta,Northern Cyprus,True,1304.1161659346362,1179.1465204934548,11.0,17.0,16.0,24.0
2017-06-05,Belgium,Czech Republic,2.0,1.0,Friendly,Brussels,Belgium,False,1990.7797143782873,1704.6536416255256,31.0,11.0,17.0,9.0
2017-06-05,Padania,Ellan Vannin,1.0,0.0,CONIFA European Football Cup,Morphou,Northern Cyprus,True,1647.887102611222,1395.1276947974575,25.0,9.0,22.0,15.0
2017-06-06,Bahrain,Palestine,0.0,2.0,Friendly,Riffa,Bahrain,False,1492.4153872220845,1353.5558319349304,12.0,8.0,25.0,7.0
2017-06-06,Israel,Moldova,1.0,1.0,Friendly,Netanya,Israel,False,1359.7980380310034,722.4833416445301,12.0,19.0,7.0,20.0
2017-06-06,Afghanistan,Maldives,2.0,1.0,Friendly,Dubai,United Arab Emirates,True,1082.8274471262396,876.3699990595501,16.0,15.0,18.0,20.0
2017-06-06,Algeria,Guinea,2.0,1.0,Friendly,Blida,Algeria,False,1730.7560267111387,1561.9724838753298,27.0,14.0,11.0,10.0
2017-06-06,Denmark,Germany,1.0,1.0,Friendly,Brøndby,Denmark,False,1658.7501193153996,2392.5137149780207,19.0,9.0,24.0,4.0
2017-06-06,Qatar,North Korea,2.0,2.0,Friendly,Doha,Qatar,False,1625.8399690802266,1647.743763392245,10.0,10.0,18.0,13.0
2017-06-06,India,Nepal,2.0,0.0,Friendly,Bombay,India,False,1224.9638766574317,836.5082260105002,24.0,13.0,14.0,12.0
2017-06-06,Uzbekistan,Thailand,2.0,0.0,Friendly,Tashkent,Uzbekistan,False,1796.0198231751604,1571.0624182580038,10.0,6.0,17.0,13.0
2017-06-06,Kárpátalja,Abkhazia,2.0,2.0,CONIFA European Football Cup,Nicosia,Northern Cyprus,True,1278.2567838372527,1474.8752963057193,1.0,2.0,19.0,3.0
2017-06-06,Székely Land,Padania,1.0,1.0,CONIFA European Football Cup,Famagusta,Northern Cyprus,True,1156.3885528384344,1668.3897073122062,16.0,25.0,23.0,7.0
2017-06-06,Ellan Vannin,Felvidék,1.0,0.0,CONIFA European Football Cup,Morphou,Northern Cyprus,True,1374.6250900964733,1326.8741335896566,21.0,15.0,12.0,17.0
2017-06-06,Northern Cyprus,South Ossetia,8.0,0.0,CONIFA European Football Cup,Kyrenia,Northern Cyprus,False,1525.5449994448736,1210.6564518752418,32.0,8.0,22.0,15.0
2017-06-06,Malta,Ukraine,1.0,0.0,Friendly,Graz,Austria,True,421.63620137585957,1861.8322811011185,4.0,24.0,12.0,10.0
2017-06-07,Hong Kong,Jordan,0.0,0.0,Friendly,Kowloon,Hong Kong,False,1173.437822240971,1497.5533282988288,17.0,18.0,14.0,4.0
2017-06-07,Bolivia,Nicaragua,3.0,2.0,Friendly,Yacuiba,Bolivia,False,1056.4744672399838,954.6816797457376,6.0,22.0,13.0,12.0
2017-06-07,China,Philippines,8.0,1.0,Friendly,Guangzhou,China,False,1710.7769399714814,1241.4852147336037,4.0,11.0,14.0,13.0
2017-06-07,Fiji,New Caledonia,2.0,2.0,FIFA World Cup qualification,Lautoka,Fiji,False,1457.8256157737687,1464.2675178112872,9.0,15.0,15.0,7.0
2017-06-07,Finland,Liechtenstein,1.0,1.0,Friendly,Turku,Finland,False,1248.811477098818,315.573525745828,6.0,14.0,3.0,34.0
2017-06-07,Georgia,Saint Kitts and Nevis,3.0,0.0,Friendly,Tbilisi,Georgia,False,1033.998669127282,1284.9374877948583,13.0,16.0,8.0,13.0
2017-06-07,Italy,Uruguay,3.0,0.0,Friendly,Nice,France,True,2140.776808520527,1975.9668071285193,25.0,9.0,18.0,16.0
2017-06-07,Padania,Felvidék,2.0,0.0,CONIFA European Football Cup,Nicosia,Northern Cyprus,True,1659.5746056518462,1302.73278509378,23.0,8.0,12.0,18.0
2017-06-07,Spain,Colombia,2.0,2.0,Friendly,Murcia,Spain,False,2512.0644590299335,2045.822993055589,26.0,8.0,10.0,8.0
2017-06-07,United Arab Emirates,Laos,4.0,0.0,Friendly,Shah Alam,Malaysia,True,1719.628331292268,696.9721121640972,9.0,13.0,19.0,20.0
2017-06-07,Northern Cyprus,Abkhazia,0.0,0.0,CONIFA European Football Cup,Morphou,Northern Cyprus,False,1544.9754725513549,1471.3617478263923,25.0,8.0,21.0,4.0
2017-06-07,South Ossetia,Kárpátalja,1.0,4.0,CONIFA European Football Cup,Famagusta,Northern Cyprus,True,1191.2259787687606,1281.7703323165797,22.0,23.0,3.0,4.0
2017-06-07,Ellan Vannin,Székely Land,2.0,4.0,CONIFA European Football Cup,Kyrenia,Northern Cyprus,True,1398.76643859235,1165.2036544987943,18.0,14.0,14.0,26.0
2017-06-07,Japan,Syria,1.0,1.0,Kirin Challenge Cup,Chōfu,Japan,False,2168.68576735106,1543.9606616990038,26.0,9.0,5.0,4.0
2017-06-07,Iraq,South Korea,0.0,0.0,Friendly,Ras al-Khaimah,United Arab Emirates,True,1480.2265404486886,2077.585919043453,9.0,10.0,14.0,14.0
2017-06-08,Costa Rica,Panama,0.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1807.7901130272905,1633.009596460883,21.0,10.0,8.0,15.0
2017-06-08,Australia,Saudi Arabia,3.0,2.0,FIFA World Cup qualification,Adelaide,Australia,False,1944.510876178344,1797.0617542841724,14.0,10.0,25.0,8.0
2017-06-08,Mexico,Honduras,3.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,2165.8963573421934,1540.1529918666495,13.0,5.0,14.0,16.0
2017-06-08,Cambodia,Indonesia,0.0,2.0,Friendly,Phnom Penh,Cambodia,False,588.0408979340425,1257.1477296897506,16.0,29.0,15.0,19.0
2017-06-08,Peru,Paraguay,1.0,0.0,Friendly,Trujillo,Peru,False,1664.9802151377505,1544.1639698662511,17.0,11.0,6.0,21.0
2017-06-08,United States,Trinidad and Tobago,2.0,0.0,FIFA World Cup qualification,Commerce City,United States,False,1986.240283105706,1384.7265658753438,21.0,9.0,16.0,15.0
2017-06-08,Ecuador,Venezuela,1.0,1.0,Friendly,Boca Raton,United States,True,1708.1128214988125,1373.0928320557025,15.0,16.0,12.0,22.0
2017-06-09,Bosnia and Herzegovina,Greece,0.0,0.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,1677.6434914105962,1645.9475807703143,22.0,12.0,16.0,10.0
2017-06-09,Faroe Islands,Switzerland,0.0,2.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,537.5841767742443,1883.26226237254,6.0,18.0,14.0,5.0
2017-06-09,Estonia,Belgium,0.0,2.0,FIFA World Cup qualification,Tallinn,Estonia,False,1157.0029857106224,2010.7041213514872,11.0,24.0,29.0,12.0
2017-06-09,Libya,Seychelles,5.0,1.0,African Cup of Nations qualification,New Cairo,Egypt,True,1403.9905763868474,661.3981614418306,8.0,12.0,5.0,20.0
2017-06-09,Belarus,Bulgaria,2.0,1.0,FIFA World Cup qualification,Barysaw,Belarus,False,1304.6760113016976,1448.9398235473893,6.0,15.0,15.0,21.0
2017-06-09,Argentina,Brazil,1.0,0.0,Superclásico de las Américas,Melbourne,Australia,True,2358.2597123901346,2655.0746582566912,13.0,10.0,25.0,3.0
2017-06-09,Andorra,Hungary,1.0,0.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,87.26033686897956,1514.456085778799,1.0,19.0,14.0,17.0
2017-06-09,Gibraltar,Cyprus,1.0,2.0,FIFA World Cup qualification,Faro,Portugal,True,1086.9435122343832,904.3868261566909,2.0,42.0,9.0,19.0
2017-06-09,Latvia,Portugal,0.0,3.0,FIFA World Cup qualification,Riga,Latvia,False,936.8317358115473,2113.2983874355814,12.0,16.0,33.0,6.0
2017-06-09,Russia,Chile,1.0,1.0,Friendly,Moscow,Russia,False,1783.0493483148446,2124.4654660332794,13.0,16.0,16.0,8.0
2017-06-09,Solomon Islands,Papua New Guinea,3.0,2.0,FIFA World Cup qualification,Honiara,Solomon Islands,False,1239.3169552564368,1170.199597125305,4.0,13.0,18.0,20.0
2017-06-09,Padania,Abkhazia,0.0,0.0,CONIFA European Football Cup,Kyrenia,Northern Cyprus,True,1678.2928464737643,1472.684744047267,20.0,8.0,20.0,4.0
2017-06-09,Northern Cyprus,Székely Land,2.0,1.0,CONIFA European Football Cup,Nicosia,Northern Cyprus,False,1543.65247633048,1194.366087366775,24.0,6.0,16.0,25.0
2017-06-09,Kárpátalja,Ellan Vannin,3.0,3.0,CONIFA European Football Cup,Morphou,Northern Cyprus,True,1305.143835543729,1369.6040057243692,7.0,5.0,20.0,18.0
2017-06-09,Netherlands,Luxembourg,5.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,2102.3585184187677,500.2322364854341,18.0,12.0,10.0,23.0
2017-06-09,Sweden,France,2.0,1.0,FIFA World Cup qualification,Solna,Sweden,False,1815.2839277057117,2339.951064648647,15.0,10.0,18.0,7.0
2017-06-09,Sudan,Madagascar,1.0,3.0,African Cup of Nations qualification,al-Ubayyid,Sudan,False,1042.0352062251015,1067.7755059634917,9.0,8.0,9.0,16.0
2017-06-09,South Ossetia,Felvidék,0.0,2.0,CONIFA European Football Cup,Famagusta,Northern Cyprus,True,1167.8524755416113,1284.014544271862,23.0,27.0,10.0,19.0
2017-06-10,Germany,San Marino,7.0,0.0,FIFA World Cup qualification,Nuremberg,Germany,False,2380.417725586151,130.69529703837094,24.0,4.0,1.0,52.0
2017-06-10,Lithuania,Slovakia,1.0,2.0,FIFA World Cup qualification,Vilnius,Lithuania,False,898.9035214869169,1645.378697731933,8.0,17.0,13.0,9.0
2017-06-10,Kazakhstan,Denmark,1.0,3.0,FIFA World Cup qualification,Almaty,Kazakhstan,False,851.6401766825965,1670.8461087072697,7.0,19.0,20.0,9.0
2017-06-10,Malawi,Comoros,1.0,0.0,African Cup of Nations qualification,Lilongwe,Malawi,False,1146.615358905219,802.800830983858,9.0,10.0,8.0,12.0
2017-06-10,Guinea-Bissau,Namibia,1.0,0.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,1088.4518754896837,1130.283519170347,10.0,15.0,10.0,10.0
2017-06-10,Grenada,Bermuda,1.0,2.0,Friendly,St. George's,Grenada,False,942.2910240898957,1263.2011382966875,11.0,17.0,16.0,11.0
2017-06-10,Burkina Faso,Angola,3.0,1.0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,1433.0224328191664,1206.2227453718203,11.0,11.0,3.0,18.0
2017-06-10,DR Congo,Congo,3.0,1.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,1503.4251545797297,1237.9440920414359,16.0,11.0,8.0,14.0
2017-06-10,Cameroon,Morocco,1.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,1849.2915504518978,1711.4185786352737,12.0,6.0,10.0,7.0
