series,event_ticker,match,kickoff_utc,snapshot_utc,market_ticker,outcome,price_2h_before,implied_prob,decimal_odds,yes_bid,yes_ask,result,market_status,volume_at_snapshot
KXWCGAME,KXWCGAME-26JUL01USABIH,USA vs Bosnia and Herzegovina: Regulation Time Moneyline,2026-07-02T03:00:00+00:00,2026-07-02T01:00:00+00:00,KXWCGAME-26JUL01USABIH-USA,Reg Time: USA,0.87,0.87,1.149,0.86,0.87,yes,finalized,2335101.94
KXWCGAME,KXWCGAME-26JUL01USABIH,USA vs Bosnia and Herzegovina: Regulation Time Moneyline,2026-07-02T03:00:00+00:00,2026-07-02T01:00:00+00:00,KXWCGAME-26JUL01USABIH-BIH,Reg Time: Bosnia and Herzegovina,0.03,0.03,33.333,0.02,0.03,no,finalized,1362095.07
KXWCGAME,KXWCGAME-26JUL01USABIH,USA vs Bosnia and Herzegovina: Regulation Time Moneyline,2026-07-02T03:00:00+00:00,2026-07-02T01:00:00+00:00,KXWCGAME-26JUL01USABIH-TIE,Reg Time: Tie,0.11,0.11,9.091,0.1,0.11,no,finalized,1119007.82
KXWCGAME,KXWCGAME-26JUL01BELSEN,Belgium vs Senegal: Regulation Time Moneyline,2026-07-01T23:00:00+00:00,2026-07-01T21:00:00+00:00,KXWCGAME-26JUL01BELSEN-BEL,Reg Time: Belgium,0.24,0.24,4.167,0.23,0.24,no,finalized,1009032.61
KXWCGAME,KXWCGAME-26JUL01BELSEN,Belgium vs Senegal: Regulation Time Moneyline,2026-07-01T23:00:00+00:00,2026-07-01T21:00:00+00:00,KXWCGAME-26JUL01BELSEN-SEN,Reg Time: Senegal,0.46,0.46,2.174,0.45,0.46,no,finalized,1428993.48
KXWCGAME,KXWCGAME-26JUL01BELSEN,Belgium vs Senegal: Regulation Time Moneyline,2026-07-01T23:00:00+00:00,2026-07-01T21:00:00+00:00,KXWCGAME-26JUL01BELSEN-TIE,Reg Time: Tie,0.31,0.31,3.226,0.3,0.31,yes,finalized,728769.01
KXWCGAME,KXWCGAME-26JUL01ENGCOD,England vs Congo DR: Regulation Time Moneyline,2026-07-01T19:00:00+00:00,2026-07-01T17:00:00+00:00,KXWCGAME-26JUL01ENGCOD-ENG,Reg Time: England,0.41,0.41,2.439,0.4,0.41,yes,finalized,2152831.48
KXWCGAME,KXWCGAME-26JUL01ENGCOD,England vs Congo DR: Regulation Time Moneyline,2026-07-01T19:00:00+00:00,2026-07-01T17:00:00+00:00,KXWCGAME-26JUL01ENGCOD-COD,Reg Time: Congo DR,0.28,0.28,3.571,0.27,0.28,no,finalized,2916766.30
KXWCGAME,KXWCGAME-26JUL01ENGCOD,England vs Congo DR: Regulation Time Moneyline,2026-07-01T19:00:00+00:00,2026-07-01T17:00:00+00:00,KXWCGAME-26JUL01ENGCOD-TIE,Reg Time: Tie,0.32,0.32,3.125,0.31,0.32,no,finalized,1507007.96
KXWCGAME,KXWCGAME-26JUN30MEXECU,Mexico vs Ecuador: Regulation Time Moneyline,2026-07-01T04:00:00+00:00,2026-07-01T02:00:00+00:00,KXWCGAME-26JUN30MEXECU-MEX,Reg Time: Mexico,0.43,0.43,2.326,0.42,0.43,yes,finalized,1050684.46
KXWCGAME,KXWCGAME-26JUN30MEXECU,Mexico vs Ecuador: Regulation Time Moneyline,2026-07-01T04:00:00+00:00,2026-07-01T02:00:00+00:00,KXWCGAME-26JUN30MEXECU-ECU,Reg Time: Ecuador,0.23,0.23,4.348,0.22,0.23,no,finalized,394071.22
KXWCGAME,KXWCGAME-26JUN30MEXECU,Mexico vs Ecuador: Regulation Time Moneyline,2026-07-01T04:00:00+00:00,2026-07-01T02:00:00+00:00,KXWCGAME-26JUN30MEXECU-TIE,Reg Time: Tie,0.36,0.36,2.778,0.35,0.36,no,finalized,197207.09
KXWCGAME,KXWCGAME-26JUN30FRASWE,France vs Sweden: Regulation Time Moneyline,2026-07-01T00:00:00+00:00,2026-06-30T22:00:00+00:00,KXWCGAME-26JUN30FRASWE-FRA,Reg Time: France,0.88,0.88,1.136,0.87,0.88,yes,finalized,1942901.48
KXWCGAME,KXWCGAME-26JUN30FRASWE,France vs Sweden: Regulation Time Moneyline,2026-07-01T00:00:00+00:00,2026-06-30T22:00:00+00:00,KXWCGAME-26JUN30FRASWE-SWE,Reg Time: Sweden,0.02,0.02,50.0,0.01,0.02,no,finalized,2292729.85
KXWCGAME,KXWCGAME-26JUN30FRASWE,France vs Sweden: Regulation Time Moneyline,2026-07-01T00:00:00+00:00,2026-06-30T22:00:00+00:00,KXWCGAME-26JUN30FRASWE-TIE,Reg Time: Tie,0.11,0.11,9.091,0.1,0.11,no,finalized,1476141.54
KXWCGAME,KXWCGAME-26JUN30CIVNOR,Ivory Coast vs Norway: Regulation Time Moneyline,2026-06-30T20:00:00+00:00,2026-06-30T18:00:00+00:00,KXWCGAME-26JUN30CIVNOR-CIV,Reg Time: Ivory Coast,0.11,0.11,9.091,0.1,0.11,no,finalized,821069.16
KXWCGAME,KXWCGAME-26JUN30CIVNOR,Ivory Coast vs Norway: Regulation Time Moneyline,2026-06-30T20:00:00+00:00,2026-06-30T18:00:00+00:00,KXWCGAME-26JUN30CIVNOR-NOR,Reg Time: Norway,0.65,0.65,1.538,0.65,0.66,yes,finalized,1027875.32
KXWCGAME,KXWCGAME-26JUN30CIVNOR,Ivory Coast vs Norway: Regulation Time Moneyline,2026-06-30T20:00:00+00:00,2026-06-30T18:00:00+00:00,KXWCGAME-26JUN30CIVNOR-TIE,Reg Time: Tie,0.25,0.25,4.0,0.24,0.25,no,finalized,459917.06
KXWCGAME,KXWCGAME-26JUN29NEDMAR,Netherlands vs Morocco: Regulation Time Moneyline,2026-06-30T04:00:00+00:00,2026-06-30T02:00:00+00:00,KXWCGAME-26JUN29NEDMAR-NED,Reg Time: Netherlands,0.36,0.36,2.778,0.35,0.36,no,finalized,1188996.82
KXWCGAME,KXWCGAME-26JUN29NEDMAR,Netherlands vs Morocco: Regulation Time Moneyline,2026-06-30T04:00:00+00:00,2026-06-30T02:00:00+00:00,KXWCGAME-26JUN29NEDMAR-MAR,Reg Time: Morocco,0.24,0.24,4.167,0.23,0.24,no,finalized,1049813.88
KXWCGAME,KXWCGAME-26JUN29NEDMAR,Netherlands vs Morocco: Regulation Time Moneyline,2026-06-30T04:00:00+00:00,2026-06-30T02:00:00+00:00,KXWCGAME-26JUN29NEDMAR-TIE,Reg Time: Tie,0.41,0.41,2.439,0.41,0.42,yes,finalized,846842.55
KXWCGAME,KXWCGAME-26JUN29GERPAR,Germany vs Paraguay: Regulation Time Moneyline,2026-06-29T23:30:00+00:00,2026-06-29T21:30:00+00:00,KXWCGAME-26JUN29GERPAR-GER,Reg Time: Germany,0.71,0.71,1.408,0.71,0.72,no,finalized,1429957.35
KXWCGAME,KXWCGAME-26JUN29GERPAR,Germany vs Paraguay: Regulation Time Moneyline,2026-06-29T23:30:00+00:00,2026-06-29T21:30:00+00:00,KXWCGAME-26JUN29GERPAR-PAR,Reg Time: Paraguay,0.08,0.08,12.5,0.07,0.08,no,finalized,613260.08
KXWCGAME,KXWCGAME-26JUN29GERPAR,Germany vs Paraguay: Regulation Time Moneyline,2026-06-29T23:30:00+00:00,2026-06-29T21:30:00+00:00,KXWCGAME-26JUN29GERPAR-TIE,Reg Time: Tie,0.22,0.22,4.545,0.21,0.22,yes,finalized,305029.88
KXWCGAME,KXWCGAME-26JUN29BRAJPN,Brazil vs Japan: Regulation Time Moneyline,2026-06-29T20:00:00+00:00,2026-06-29T18:00:00+00:00,KXWCGAME-26JUN29BRAJPN-BRA,Reg Time: Brazil,0.23,0.23,4.348,0.22,0.23,yes,finalized,2384321.55
KXWCGAME,KXWCGAME-26JUN29BRAJPN,Brazil vs Japan: Regulation Time Moneyline,2026-06-29T20:00:00+00:00,2026-06-29T18:00:00+00:00,KXWCGAME-26JUN29BRAJPN-JPN,Reg Time: Japan,0.46,0.46,2.174,0.45,0.46,no,finalized,1014401.46
KXWCGAME,KXWCGAME-26JUN29BRAJPN,Brazil vs Japan: Regulation Time Moneyline,2026-06-29T20:00:00+00:00,2026-06-29T18:00:00+00:00,KXWCGAME-26JUN29BRAJPN-TIE,Reg Time: Tie,0.32,0.32,3.125,0.32,0.33,no,finalized,614151.76
KXWCGAME,KXWCGAME-26JUN28RSACAN,South Africa vs Canada: Regulation Time Moneyline,2026-06-28T22:00:00+00:00,2026-06-28T20:00:00+00:00,KXWCGAME-26JUN28RSACAN-RSA,Reg Time: South Africa,0.18,0.18,5.556,0.17,0.18,no,finalized,760088.06
KXWCGAME,KXWCGAME-26JUN28RSACAN,South Africa vs Canada: Regulation Time Moneyline,2026-06-28T22:00:00+00:00,2026-06-28T20:00:00+00:00,KXWCGAME-26JUN28RSACAN-CAN,Reg Time: Canada,0.44,0.44,2.273,0.43,0.44,yes,finalized,1320428.47
KXWCGAME,KXWCGAME-26JUN28RSACAN,South Africa vs Canada: Regulation Time Moneyline,2026-06-28T22:00:00+00:00,2026-06-28T20:00:00+00:00,KXWCGAME-26JUN28RSACAN-TIE,Reg Time: Tie,0.39,0.39,2.564,0.38,0.39,no,finalized,634076.24
KXWCGAME,KXWCGAME-26JUN27JORARG,Jordan vs Argentina,2026-06-28T03:50:18.326000+00:00,2026-06-28T01:50:18+00:00,KXWCGAME-26JUN27JORARG-JOR,Jordan,0.05,0.05,20.0,0.04,0.05,no,finalized,381941.13
KXWCGAME,KXWCGAME-26JUN27JORARG,Jordan vs Argentina,2026-06-28T03:50:18.326000+00:00,2026-06-28T01:50:18+00:00,KXWCGAME-26JUN27JORARG-ARG,Argentina,0.87,0.87,1.149,0.86,0.87,yes,finalized,486449.92
KXWCGAME,KXWCGAME-26JUN27JORARG,Jordan vs Argentina,2026-06-28T03:50:18.326000+00:00,2026-06-28T01:50:18+00:00,KXWCGAME-26JUN27JORARG-TIE,Tie,0.1,0.1,10.0,0.09,0.1,no,finalized,61466.12
KXWCGAME,KXWCGAME-26JUN27DZAAUT,Algeria vs Austria,2026-06-28T03:49:58.379000+00:00,2026-06-28T01:49:58+00:00,KXWCGAME-26JUN27DZAAUT-DZA,Algeria,0.28,0.28,3.571,0.27,0.28,no,finalized,105957.77
KXWCGAME,KXWCGAME-26JUN27DZAAUT,Algeria vs Austria,2026-06-28T03:49:58.379000+00:00,2026-06-28T01:49:58+00:00,KXWCGAME-26JUN27DZAAUT-AUT,Austria,0.28,0.28,3.571,0.27,0.28,no,finalized,296773.97
KXWCGAME,KXWCGAME-26JUN27DZAAUT,Algeria vs Austria,2026-06-28T03:49:58.379000+00:00,2026-06-28T01:49:58+00:00,KXWCGAME-26JUN27DZAAUT-TIE,Tie,0.47,0.47,2.128,0.46,0.47,yes,finalized,38044.34
KXWCGAME,KXWCGAME-26JUN27COLPOR,Colombia vs Portugal,2026-06-28T01:18:29.710000+00:00,2026-06-27T23:18:29+00:00,KXWCGAME-26JUN27COLPOR-COL,Colombia,0.25,0.25,4.0,0.24,0.25,no,finalized,1986927.13
KXWCGAME,KXWCGAME-26JUN27COLPOR,Colombia vs Portugal,2026-06-28T01:18:29.710000+00:00,2026-06-27T23:18:29+00:00,KXWCGAME-26JUN27COLPOR-POR,Portugal,0.53,0.53,1.887,0.52,0.53,no,finalized,3618498.36
KXWCGAME,KXWCGAME-26JUN27COLPOR,Colombia vs Portugal,2026-06-28T01:18:29.710000+00:00,2026-06-27T23:18:29+00:00,KXWCGAME-26JUN27COLPOR-TIE,Tie,0.24,0.24,4.167,0.23,0.24,yes,finalized,364499.99
KXWCGAME,KXWCGAME-26JUN27CODUZB,Congo DR vs Uzbekistan,2026-06-28T02:30:00+00:00,2026-06-28T00:30:00+00:00,KXWCGAME-26JUN27CODUZB-COD,Congo DR,0.28,0.28,3.571,0.27,0.28,yes,finalized,3451191.31
KXWCGAME,KXWCGAME-26JUN27CODUZB,Congo DR vs Uzbekistan,2026-06-28T02:30:00+00:00,2026-06-28T00:30:00+00:00,KXWCGAME-26JUN27CODUZB-UZB,Uzbekistan,0.46,0.46,2.174,0.45,0.46,no,finalized,2214948.86
KXWCGAME,KXWCGAME-26JUN27CODUZB,Congo DR vs Uzbekistan,2026-06-28T02:30:00+00:00,2026-06-28T00:30:00+00:00,KXWCGAME-26JUN27CODUZB-TIE,Tie,0.29,0.29,3.448,0.28,0.29,no,finalized,1424300.91
KXWCGAME,KXWCGAME-26JUN26NZLBEL,New Zealand vs Belgium,2026-06-27T04:48:36.923000+00:00,2026-06-27T02:48:36+00:00,KXWCGAME-26JUN26NZLBEL-NZL,New Zealand,0.07,0.07,14.286,0.07,0.08,no,finalized,534769.36
KXWCGAME,KXWCGAME-26JUN26NZLBEL,New Zealand vs Belgium,2026-06-27T04:48:36.923000+00:00,2026-06-27T02:48:36+00:00,KXWCGAME-26JUN26NZLBEL-BEL,Belgium,0.82,0.82,1.22,0.81,0.82,yes,finalized,121106.29
KXWCGAME,KXWCGAME-26JUN26NZLBEL,New Zealand vs Belgium,2026-06-27T04:48:36.923000+00:00,2026-06-27T02:48:36+00:00,KXWCGAME-26JUN26NZLBEL-TIE,Tie,0.11,0.11,9.091,0.11,0.12,no,finalized,86792.24
KXWCGAME,KXWCGAME-26JUN26EGYIRI,Egypt vs IR Iran,2026-06-27T04:50:43.131000+00:00,2026-06-27T02:50:43+00:00,KXWCGAME-26JUN26EGYIRI-EGY,Egypt,0.37,0.37,2.703,0.36,0.37,no,finalized,637929.92
KXWCGAME,KXWCGAME-26JUN26EGYIRI,Egypt vs IR Iran,2026-06-27T04:50:43.131000+00:00,2026-06-27T02:50:43+00:00,KXWCGAME-26JUN26EGYIRI-IRI,IR Iran,0.29,0.29,3.448,0.28,0.29,no,finalized,226045.28
KXWCGAME,KXWCGAME-26JUN26EGYIRI,Egypt vs IR Iran,2026-06-27T04:50:43.131000+00:00,2026-06-27T02:50:43+00:00,KXWCGAME-26JUN26EGYIRI-TIE,Tie,0.36,0.36,2.778,0.35,0.36,yes,finalized,88732.96
KXWCGAME,KXWCGAME-26JUN26URUESP,Uruguay vs Spain,2026-06-27T01:51:28.461000+00:00,2026-06-26T23:51:28+00:00,KXWCGAME-26JUN26URUESP-URU,Uruguay,0.15,0.15,6.667,0.14,0.15,no,finalized,886491.87
KXWCGAME,KXWCGAME-26JUN26URUESP,Uruguay vs Spain,2026-06-27T01:51:28.461000+00:00,2026-06-26T23:51:28+00:00,KXWCGAME-26JUN26URUESP-ESP,Spain,0.59,0.59,1.695,0.58,0.59,yes,finalized,2572615.80
KXWCGAME,KXWCGAME-26JUN26URUESP,Uruguay vs Spain,2026-06-27T01:51:28.461000+00:00,2026-06-26T23:51:28+00:00,KXWCGAME-26JUN26URUESP-TIE,Tie,0.26,0.26,3.846,0.25,0.26,no,finalized,94015.17
KXWCGAME,KXWCGAME-26JUN26SENIRQ,Senegal vs Iraq,2026-06-26T22:00:00+00:00,2026-06-26T20:00:00+00:00,KXWCGAME-26JUN26SENIRQ-SEN,Senegal,0.95,0.95,1.053,0.94,0.95,yes,finalized,2017261.79
KXWCGAME,KXWCGAME-26JUN26SENIRQ,Senegal vs Iraq,2026-06-26T22:00:00+00:00,2026-06-26T20:00:00+00:00,KXWCGAME-26JUN26SENIRQ-IRQ,Iraq,0.02,0.02,50.0,0.01,0.02,no,finalized,8075181.59
KXWCGAME,KXWCGAME-26JUN26SENIRQ,Senegal vs Iraq,2026-06-26T22:00:00+00:00,2026-06-26T20:00:00+00:00,KXWCGAME-26JUN26SENIRQ-TIE,Tie,0.05,0.05,20.0,0.04,0.05,no,finalized,3334908.37
KXWCGAME,KXWCGAME-26JUN26NORFRA,Norway vs France,2026-06-26T20:50:05.814000+00:00,2026-06-26T18:50:05+00:00,KXWCGAME-26JUN26NORFRA-NOR,Norway,0.13,0.13,7.692,0.12,0.13,no,finalized,1855416.25
KXWCGAME,KXWCGAME-26JUN26NORFRA,Norway vs France,2026-06-26T20:50:05.814000+00:00,2026-06-26T18:50:05+00:00,KXWCGAME-26JUN26NORFRA-FRA,France,0.71,0.71,1.408,0.7,0.71,yes,finalized,926032.98
KXWCGAME,KXWCGAME-26JUN26NORFRA,Norway vs France,2026-06-26T20:50:05.814000+00:00,2026-06-26T18:50:05+00:00,KXWCGAME-26JUN26NORFRA-TIE,Tie,0.17,0.17,5.882,0.16,0.17,no,finalized,395277.41
KXWCGAME,KXWCGAME-26JUN25TURUSA,Turkiye vs USA,2026-06-26T05:00:00+00:00,2026-06-26T03:00:00+00:00,KXWCGAME-26JUN25TURUSA-TUR,Turkiye,0.54,0.54,1.852,0.53,0.54,yes,finalized,5500520.47
KXWCGAME,KXWCGAME-26JUN25TURUSA,Turkiye vs USA,2026-06-26T05:00:00+00:00,2026-06-26T03:00:00+00:00,KXWCGAME-26JUN25TURUSA-USA,USA,0.21,0.21,4.762,0.2,0.21,no,finalized,22388992.28
KXWCGAME,KXWCGAME-26JUN25TURUSA,Turkiye vs USA,2026-06-26T05:00:00+00:00,2026-06-26T03:00:00+00:00,KXWCGAME-26JUN25TURUSA-TIE,Tie,0.27,0.27,3.704,0.26,0.27,no,finalized,3965799.20
KXWCGAME,KXWCGAME-26JUN25PARAUS,Paraguay vs Australia,2026-06-26T03:49:03.170000+00:00,2026-06-26T01:49:03+00:00,KXWCGAME-26JUN25PARAUS-PAR,Paraguay,0.37,0.37,2.703,0.36,0.37,no,finalized,383064.83
KXWCGAME,KXWCGAME-26JUN25PARAUS,Paraguay vs Australia,2026-06-26T03:49:03.170000+00:00,2026-06-26T01:49:03+00:00,KXWCGAME-26JUN25PARAUS-AUS,Australia,0.23,0.23,4.348,0.22,0.23,no,finalized,685083.70
KXWCGAME,KXWCGAME-26JUN25PARAUS,Paraguay vs Australia,2026-06-26T03:49:03.170000+00:00,2026-06-26T01:49:03+00:00,KXWCGAME-26JUN25PARAUS-TIE,Tie,0.42,0.42,2.381,0.42,0.43,yes,finalized,46156.03
KXWCGAME,KXWCGAME-26JUN25JPNSWE,Japan vs Sweden,2026-06-26T02:00:00+00:00,2026-06-26T00:00:00+00:00,KXWCGAME-26JUN25JPNSWE-JPN,Japan,0.39,0.39,2.564,0.38,0.39,no,finalized,5932499.73
KXWCGAME,KXWCGAME-26JUN25JPNSWE,Japan vs Sweden,2026-06-26T02:00:00+00:00,2026-06-26T00:00:00+00:00,KXWCGAME-26JUN25JPNSWE-SWE,Sweden,0.21,0.21,4.762,0.21,0.22,no,finalized,2014840.64
KXWCGAME,KXWCGAME-26JUN25JPNSWE,Japan vs Sweden,2026-06-26T02:00:00+00:00,2026-06-26T00:00:00+00:00,KXWCGAME-26JUN25JPNSWE-TIE,Tie,0.41,0.41,2.439,0.4,0.41,yes,finalized,1546525.89
KXWCGAME,KXWCGAME-26JUN25ECUGER,Ecuador vs Germany,2026-06-25T21:49:54.891000+00:00,2026-06-25T19:49:54+00:00,KXWCGAME-26JUN25ECUGER-ECU,Ecuador,0.2,0.2,5.0,0.19,0.2,yes,finalized,3264327.42
KXWCGAME,KXWCGAME-26JUN25ECUGER,Ecuador vs Germany,2026-06-25T21:49:54.891000+00:00,2026-06-25T19:49:54+00:00,KXWCGAME-26JUN25ECUGER-GER,Germany,0.62,0.62,1.613,0.61,0.62,no,finalized,2384738.19
KXWCGAME,KXWCGAME-26JUN25ECUGER,Ecuador vs Germany,2026-06-25T21:49:54.891000+00:00,2026-06-25T19:49:54+00:00,KXWCGAME-26JUN25ECUGER-TIE,Tie,0.21,0.21,4.762,0.2,0.21,no,finalized,3102561.03
KXWCGAME,KXWCGAME-26JUN25CUWCIV,Curacao vs Ivory Coast,2026-06-25T21:50:22.905000+00:00,2026-06-25T19:50:22+00:00,KXWCGAME-26JUN25CUWCIV-CUW,Curacao,0.07,0.07,14.286,0.06,0.07,no,finalized,488217.59
KXWCGAME,KXWCGAME-26JUN25CUWCIV,Curacao vs Ivory Coast,2026-06-25T21:50:22.905000+00:00,2026-06-25T19:50:22+00:00,KXWCGAME-26JUN25CUWCIV-CIV,Ivory Coast,0.83,0.83,1.205,0.82,0.83,yes,finalized,116634.01
KXWCGAME,KXWCGAME-26JUN25CUWCIV,Curacao vs Ivory Coast,2026-06-25T21:50:22.905000+00:00,2026-06-25T19:50:22+00:00,KXWCGAME-26JUN25CUWCIV-TIE,Tie,0.13,0.13,7.692,0.12,0.13,no,finalized,289725.67
KXWCGAME,KXWCGAME-26JUN24RSAKOR,South Africa vs Korea Republic,2026-06-25T02:47:32.980000+00:00,2026-06-25T00:47:32+00:00,KXWCGAME-26JUN24RSAKOR-RSA,South Africa,0.16,0.16,6.25,0.15,0.16,yes,finalized,113003.79
KXWCGAME,KXWCGAME-26JUN24RSAKOR,South Africa vs Korea Republic,2026-06-25T02:47:32.980000+00:00,2026-06-25T00:47:32+00:00,KXWCGAME-26JUN24RSAKOR-KOR,Korea Republic,0.59,0.59,1.695,0.58,0.59,no,finalized,813228.99
KXWCGAME,KXWCGAME-26JUN24RSAKOR,South Africa vs Korea Republic,2026-06-25T02:47:32.980000+00:00,2026-06-25T00:47:32+00:00,KXWCGAME-26JUN24RSAKOR-TIE,Tie,0.26,0.26,3.846,0.25,0.26,no,finalized,55279.86
KXWCGAME,KXWCGAME-26JUN24CZEMEX,Czechia vs Mexico,2026-06-25T04:00:00+00:00,2026-06-25T02:00:00+00:00,KXWCGAME-26JUN24CZEMEX-CZE,Czechia,0.19,0.19,5.263,0.18,0.19,no,finalized,1980425.84
KXWCGAME,KXWCGAME-26JUN24CZEMEX,Czechia vs Mexico,2026-06-25T04:00:00+00:00,2026-06-25T02:00:00+00:00,KXWCGAME-26JUN24CZEMEX-MEX,Mexico,0.45,0.45,2.222,0.44,0.45,yes,finalized,8156540.64
KXWCGAME,KXWCGAME-26JUN24CZEMEX,Czechia vs Mexico,2026-06-25T04:00:00+00:00,2026-06-25T02:00:00+00:00,KXWCGAME-26JUN24CZEMEX-TIE,Tie,0.38,0.38,2.632,0.37,0.38,no,finalized,2056844.43
KXWCGAME,KXWCGAME-26JUN24SCOBRA,Scotland vs Brazil,2026-06-24T23:52:43.937000+00:00,2026-06-24T21:52:43+00:00,KXWCGAME-26JUN24SCOBRA-SCO,Scotland,0.09,0.09,11.111,0.08,0.09,no,finalized,340572.09
KXWCGAME,KXWCGAME-26JUN24SCOBRA,Scotland vs Brazil,2026-06-24T23:52:43.937000+00:00,2026-06-24T21:52:43+00:00,KXWCGAME-26JUN24SCOBRA-BRA,Brazil,0.76,0.76,1.316,0.75,0.76,yes,finalized,913901.18
KXWCGAME,KXWCGAME-26JUN24SCOBRA,Scotland vs Brazil,2026-06-24T23:52:43.937000+00:00,2026-06-24T21:52:43+00:00,KXWCGAME-26JUN24SCOBRA-TIE,Tie,0.17,0.17,5.882,0.17,0.18,no,finalized,150439.72
KXWCGAME,KXWCGAME-26JUN24MARHTI,Morocco vs Haiti,2026-06-24T23:51:45.482000+00:00,2026-06-24T21:51:45+00:00,KXWCGAME-26JUN24MARHTI-MAR,Morocco,0.8,0.8,1.25,0.79,0.8,yes,finalized,516774.58
KXWCGAME,KXWCGAME-26JUN24MARHTI,Morocco vs Haiti,2026-06-24T23:51:45.482000+00:00,2026-06-24T21:51:45+00:00,KXWCGAME-26JUN24MARHTI-HTI,Haiti,0.07,0.07,14.286,0.06,0.07,no,finalized,8445787.55
KXWCGAME,KXWCGAME-26JUN24MARHTI,Morocco vs Haiti,2026-06-24T23:51:45.482000+00:00,2026-06-24T21:51:45+00:00,KXWCGAME-26JUN24MARHTI-TIE,Tie,0.15,0.15,6.667,0.14,0.15,no,finalized,3812858.24
KXWCGAME,KXWCGAME-26JUN24SUICAN,Switzerland vs Canada,2026-06-24T20:49:06.740000+00:00,2026-06-24T18:49:06+00:00,KXWCGAME-26JUN24SUICAN-SUI,Switzerland,0.4,0.4,2.5,0.39,0.4,yes,finalized,589506.64
KXWCGAME,KXWCGAME-26JUN24SUICAN,Switzerland vs Canada,2026-06-24T20:49:06.740000+00:00,2026-06-24T18:49:06+00:00,KXWCGAME-26JUN24SUICAN-CAN,Canada,0.3,0.3,3.333,0.29,0.3,no,finalized,845095.87
KXWCGAME,KXWCGAME-26JUN24SUICAN,Switzerland vs Canada,2026-06-24T20:49:06.740000+00:00,2026-06-24T18:49:06+00:00,KXWCGAME-26JUN24SUICAN-TIE,Tie,0.32,0.32,3.125,0.31,0.32,no,finalized,232014.74
KXWCGAME,KXWCGAME-26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,2026-06-24T22:00:00+00:00,2026-06-24T20:00:00+00:00,KXWCGAME-26JUN24BIHQAT-BIH,Bosnia and Herzegovina,0.81,0.81,1.235,0.8,0.81,yes,finalized,4009118.69
KXWCGAME,KXWCGAME-26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,2026-06-24T22:00:00+00:00,2026-06-24T20:00:00+00:00,KXWCGAME-26JUN24BIHQAT-QAT,Qatar,0.05,0.05,20.0,0.04,0.05,no,finalized,5814671.44
KXWCGAME,KXWCGAME-26JUN24BIHQAT,Bosnia and Herzegovina vs Qatar,2026-06-24T22:00:00+00:00,2026-06-24T20:00:00+00:00,KXWCGAME-26JUN24BIHQAT-TIE,Tie,0.15,0.15,6.667,0.14,0.15,no,finalized,2330268.90
KXWCGAME,KXWCGAME-26JUN23COLCOD,Colombia vs Congo DR,2026-06-24T05:00:00+00:00,2026-06-24T03:00:00+00:00,KXWCGAME-26JUN23COLCOD-COL,Colombia,0.58,0.58,1.724,0.57,0.58,yes,finalized,8927997.88
KXWCGAME,KXWCGAME-26JUN23COLCOD,Colombia vs Congo DR,2026-06-24T05:00:00+00:00,2026-06-24T03:00:00+00:00,KXWCGAME-26JUN23COLCOD-COD,Congo DR,0.1,0.1,10.0,0.1,0.11,no,finalized,4358626.66
KXWCGAME,KXWCGAME-26JUN23COLCOD,Colombia vs Congo DR,2026-06-24T05:00:00+00:00,2026-06-24T03:00:00+00:00,KXWCGAME-26JUN23COLCOD-TIE,Tie,0.33,0.33,3.03,0.32,0.33,no,finalized,3316362.33
KXWCGAME,KXWCGAME-26JUN23PORUZB,Portugal vs Uzbekistan,2026-06-23T18:50:04.907000+00:00,2026-06-23T16:50:04+00:00,KXWCGAME-26JUN23PORUZB-POR,Portugal,0.86,0.86,1.163,0.85,0.86,yes,finalized,871122.12
KXWCGAME,KXWCGAME-26JUN23PORUZB,Portugal vs Uzbekistan,2026-06-23T18:50:04.907000+00:00,2026-06-23T16:50:04+00:00,KXWCGAME-26JUN23PORUZB-UZB,Uzbekistan,0.05,0.05,20.0,0.04,0.05,no,finalized,532478.59
KXWCGAME,KXWCGAME-26JUN23PORUZB,Portugal vs Uzbekistan,2026-06-23T18:50:04.907000+00:00,2026-06-23T16:50:04+00:00,KXWCGAME-26JUN23PORUZB-TIE,Tie,0.11,0.11,9.091,0.1,0.11,no,finalized,176919.37
KXWCGAME,KXWCGAME-26JUN22NORSEN,Norway vs Senegal,2026-06-23T01:49:55.095000+00:00,2026-06-22T23:49:55+00:00,KXWCGAME-26JUN22NORSEN-NOR,Norway,0.43,0.43,2.326,0.42,0.43,yes,finalized,1609144.18
KXWCGAME,KXWCGAME-26JUN22NORSEN,Norway vs Senegal,2026-06-23T01:49:55.095000+00:00,2026-06-22T23:49:55+00:00,KXWCGAME-26JUN22NORSEN-SEN,Senegal,0.31,0.31,3.226,0.3,0.31,no,finalized,242912.85
KXWCGAME,KXWCGAME-26JUN22NORSEN,Norway vs Senegal,2026-06-23T01:49:55.095000+00:00,2026-06-22T23:49:55+00:00,KXWCGAME-26JUN22NORSEN-TIE,Tie,0.29,0.29,3.448,0.28,0.29,no,finalized,141782.79
